Division,river_discharge,Year,Quarter,Month,Day
Barisal,2.53,2021,Qtr 3,July,9
Barisal,2.53,2022,Qtr 2,May,9
Barisal,2.53,2023,Qtr 3,August,7
Barisal,2.55,2009,Qtr 3,August,17
Barisal,2.55,2009,Qtr 4,October,10
Barisal,2.55,2014,Qtr 3,August,22
Barisal,2.55,2015,Qtr 3,July,15
Barisal,2.56,2012,Qtr 2,April,11
Barisal,2.56,2013,Qtr 3,July,30
Barisal,2.56,2015,Qtr 3,July,2
Barisal,2.56,2015,Qtr 3,September,20
Barisal,2.56,2016,Qtr 2,June,14
Barisal,2.56,2016,Qtr 3,September,12
Barisal,2.56,2016,Qtr 3,September,14
Barisal,2.56,2017,Qtr 2,June,14
Barisal,2.56,2017,Qtr 3,August,18
Barisal,2.56,2021,Qtr 3,July,4
Barisal,2.57,2011,Qtr 3,September,20
Barisal,2.57,2021,Qtr 3,August,27
Barisal,2.58,2012,Qtr 4,October,5
Barisal,2.58,2013,Qtr 4,October,5
Barisal,2.58,2015,Qtr 3,July,12
Barisal,2.58,2016,Qtr 3,July,26
Barisal,2.58,2017,Qtr 3,August,3
Barisal,2.58,2022,Qtr 3,September,18
Barisal,2.6,2011,Qtr 3,August,6
Barisal,2.6,2015,Qtr 3,July,3
Barisal,2.6,2016,Qtr 3,July,25
Barisal,2.6,2016,Qtr 3,August,1
Barisal,2.6,2017,Qtr 2,June,1
Barisal,2.6,2017,Qtr 3,July,22
Barisal,2.6,2017,Qtr 3,August,4
Barisal,2.6,2020,Qtr 3,July,13
Barisal,2.6,2020,Qtr 3,August,24
Barisal,2.6,2021,Qtr 3,August,14
Barisal,2.6,2022,Qtr 2,June,19
Barisal,2.61,2009,Qtr 3,July,31
Barisal,2.61,2009,Qtr 3,August,2
Barisal,2.61,2013,Qtr 3,August,22
Barisal,2.61,2015,Qtr 3,August,13
Barisal,2.61,2015,Qtr 4,November,4
Barisal,2.61,2017,Qtr 3,August,15
Barisal,2.62,2010,Qtr 2,June,14
Barisal,2.62,2012,Qtr 3,August,15
Barisal,2.62,2018,Qtr 3,August,4
Barisal,2.62,2022,Qtr 3,September,12
Barisal,2.63,2010,Qtr 3,September,15
Barisal,2.63,2017,Qtr 3,August,31
Barisal,2.64,2013,Qtr 4,October,1
Barisal,2.64,2016,Qtr 3,July,20
Barisal,2.64,2018,Qtr 3,August,3
Barisal,2.64,2021,Qtr 3,August,26
Barisal,2.64,2021,Qtr 4,December,6
Barisal,2.66,2013,Qtr 3,September,27
Barisal,2.66,2016,Qtr 2,June,15
Barisal,2.66,2017,Qtr 3,August,13
Barisal,2.66,2017,Qtr 3,September,13
Barisal,2.66,2020,Qtr 2,June,3
Barisal,2.66,2020,Qtr 2,June,19
Barisal,2.67,2009,Qtr 3,September,11
Barisal,2.67,2011,Qtr 3,September,4
Barisal,2.67,2014,Qtr 3,August,15
Barisal,2.67,2016,Qtr 3,July,19
Barisal,2.67,2017,Qtr 3,August,14
Barisal,2.67,2018,Qtr 4,October,10
Barisal,2.68,2016,Qtr 3,September,3
Barisal,2.69,2009,Qtr 3,September,24
Barisal,2.69,2011,Qtr 3,July,23
Barisal,2.69,2011,Qtr 3,August,29
Barisal,2.69,2013,Qtr 2,May,31
Barisal,2.69,2013,Qtr 2,June,11
Barisal,2.69,2016,Qtr 4,November,9
Barisal,2.69,2017,Qtr 3,August,6
Barisal,2.69,2017,Qtr 3,September,22
Barisal,2.69,2018,Qtr 2,May,2
Barisal,2.69,2021,Qtr 2,June,16
Barisal,2.7,2016,Qtr 3,August,31
Barisal,2.71,2012,Qtr 3,September,7
Barisal,2.71,2018,Qtr 3,August,1
Barisal,2.71,2018,Qtr 3,August,2
Barisal,2.71,2021,Qtr 3,August,5
Barisal,2.71,2021,Qtr 3,August,9
Barisal,2.72,2013,Qtr 3,August,29
Barisal,2.72,2014,Qtr 2,June,22
Barisal,2.72,2016,Qtr 3,July,18
Barisal,2.72,2016,Qtr 3,August,30
Barisal,2.72,2016,Qtr 4,October,13
Barisal,2.72,2017,Qtr 3,September,28
Barisal,2.72,2018,Qtr 2,June,27
Barisal,2.72,2021,Qtr 3,August,13
Barisal,2.73,2013,Qtr 3,September,9
Barisal,2.73,2015,Qtr 3,August,23
Barisal,2.73,2021,Qtr 3,August,12
Barisal,2.75,2009,Qtr 3,July,27
Barisal,2.75,2015,Qtr 3,July,5
Barisal,2.75,2015,Qtr 3,July,6
Barisal,2.75,2016,Qtr 3,August,15
Barisal,2.75,2020,Qtr 2,April,25
Barisal,2.75,2022,Qtr 2,June,21
Barisal,2.76,2017,Qtr 3,September,2
Barisal,2.77,2016,Qtr 3,August,13
Barisal,2.77,2021,Qtr 3,August,20
Barisal,2.78,2009,Qtr 3,September,5
Barisal,2.78,2011,Qtr 3,August,20
Barisal,2.78,2013,Qtr 2,May,18
Barisal,2.78,2013,Qtr 3,August,11
Barisal,2.78,2017,Qtr 3,September,20
Barisal,2.78,2017,Qtr 3,September,21
Barisal,2.78,2018,Qtr 2,June,16
Barisal,2.78,2018,Qtr 4,October,14
Barisal,2.78,2019,Qtr 3,August,16
Barisal,2.78,2021,Qtr 3,August,17
Barisal,2.79,2016,Qtr 3,August,10
Barisal,2.79,2021,Qtr 4,October,21
Barisal,2.81,2011,Qtr 2,June,23
Barisal,2.81,2015,Qtr 3,August,31
Barisal,2.81,2017,Qtr 2,June,19
Barisal,2.81,2018,Qtr 2,May,19
Barisal,2.81,2021,Qtr 2,June,5
Barisal,2.82,2015,Qtr 3,September,22
Barisal,2.82,2017,Qtr 3,September,1
Barisal,2.82,2017,Qtr 4,October,23
Barisal,2.83,2011,Qtr 3,September,14
Barisal,2.83,2012,Qtr 3,September,4
Barisal,2.83,2013,Qtr 3,September,11
Barisal,2.83,2016,Qtr 3,August,18
Barisal,2.84,2016,Qtr 3,August,26
Barisal,2.85,2013,Qtr 3,August,12
Barisal,2.85,2015,Qtr 3,August,17
Barisal,2.85,2016,Qtr 3,August,17
Barisal,2.85,2018,Qtr 3,July,25
Barisal,2.85,2020,Qtr 3,September,1
Barisal,2.86,2011,Qtr 3,September,19
Barisal,2.86,2017,Qtr 2,June,22
Barisal,2.86,2020,Qtr 3,September,2
Barisal,2.87,2009,Qtr 2,May,25
Barisal,2.87,2013,Qtr 2,May,26
Barisal,2.87,2013,Qtr 4,October,9
Barisal,2.87,2015,Qtr 3,August,14
Barisal,2.87,2017,Qtr 2,June,15
Barisal,2.87,2017,Qtr 3,July,28
Barisal,2.87,2017,Qtr 3,August,7
Barisal,2.87,2020,Qtr 2,June,30
Barisal,2.87,2022,Qtr 2,May,10
Barisal,2.89,2011,Qtr 3,September,2
Barisal,2.9,2016,Qtr 3,September,2
Barisal,2.9,2016,Qtr 3,September,13
Barisal,2.91,2009,Qtr 3,July,30
Barisal,2.91,2013,Qtr 4,October,6
Barisal,2.91,2017,Qtr 2,June,12
Barisal,2.91,2017,Qtr 3,September,29
Barisal,2.92,2013,Qtr 4,October,7
Barisal,2.92,2016,Qtr 3,August,28
Barisal,2.93,2009,Qtr 3,September,21
Barisal,2.94,2018,Qtr 2,May,17
Barisal,2.95,2012,Qtr 3,August,11
Barisal,2.95,2014,Qtr 3,August,17
Barisal,2.95,2015,Qtr 3,August,3
Barisal,2.95,2016,Qtr 3,September,1
Barisal,2.95,2018,Qtr 3,July,5
Barisal,2.97,2013,Qtr 2,May,30
Barisal,2.97,2015,Qtr 3,August,22
Barisal,2.97,2016,Qtr 2,April,2
Barisal,2.97,2016,Qtr 3,August,11
Barisal,2.98,2013,Qtr 4,October,8
Barisal,2.98,2016,Qtr 3,August,14
Barisal,2.98,2021,Qtr 3,August,6
Barisal,3,2015,Qtr 3,August,18
Barisal,3,2019,Qtr 3,August,17
Barisal,3.02,2014,Qtr 3,August,16
Barisal,3.03,2009,Qtr 3,September,6
Barisal,3.03,2011,Qtr 3,September,10
Barisal,3.03,2013,Qtr 2,May,21
Barisal,3.03,2018,Qtr 3,July,30
Barisal,3.03,2020,Qtr 2,June,16
Barisal,3.04,2021,Qtr 4,October,18
Barisal,3.05,2009,Qtr 4,October,5
Barisal,3.05,2015,Qtr 4,October,10
Barisal,3.05,2016,Qtr 3,July,15
Barisal,3.05,2016,Qtr 3,August,12
Barisal,3.06,2009,Qtr 4,October,6
Barisal,3.06,2013,Qtr 2,June,8
Barisal,3.06,2015,Qtr 3,July,16
Barisal,3.06,2016,Qtr 2,May,21
Barisal,3.06,2021,Qtr 3,August,18
Barisal,3.07,2011,Qtr 3,September,3
Barisal,3.07,2016,Qtr 3,August,2
Barisal,3.08,2017,Qtr 3,September,17
Barisal,3.09,2011,Qtr 3,August,19
Barisal,3.09,2015,Qtr 3,August,16
Barisal,3.09,2020,Qtr 2,April,26
Barisal,3.09,2021,Qtr 3,July,7
Barisal,3.11,2009,Qtr 3,August,27
Barisal,3.12,2012,Qtr 2,April,9
Barisal,3.12,2016,Qtr 3,August,29
Barisal,3.14,2009,Qtr 4,October,8
Barisal,3.14,2015,Qtr 3,August,15
Barisal,3.14,2021,Qtr 3,August,19
Barisal,3.16,2013,Qtr 2,June,9
Barisal,3.16,2013,Qtr 3,July,2
Barisal,3.16,2016,Qtr 2,April,1
Barisal,3.16,2017,Qtr 2,June,16
Barisal,3.16,2017,Qtr 2,June,20
Barisal,3.16,2018,Qtr 3,July,4
Barisal,3.16,2021,Qtr 3,July,1
Barisal,3.17,2021,Qtr 3,August,1
Barisal,3.17,2021,Qtr 3,September,22
Barisal,3.19,2009,Qtr 3,August,25
Barisal,3.19,2011,Qtr 3,August,21
Barisal,3.19,2020,Qtr 2,June,4
Barisal,3.19,2020,Qtr 3,August,6
Barisal,3.19,2021,Qtr 3,August,2
Barisal,3.22,2011,Qtr 3,July,19
Barisal,3.22,2013,Qtr 3,September,10
Barisal,3.24,2010,Qtr 2,June,30
Barisal,3.24,2011,Qtr 3,September,15
Barisal,3.24,2023,Qtr 3,August,10
Barisal,3.24,2023,Qtr 3,August,13
Barisal,3.25,2009,Qtr 3,August,10
Barisal,3.25,2021,Qtr 2,June,17
Barisal,3.25,2021,Qtr 3,July,8
Barisal,3.27,2020,Qtr 4,October,22
Barisal,3.28,2011,Qtr 3,September,17
Barisal,3.29,2009,Qtr 3,August,3
Barisal,3.29,2009,Qtr 3,August,19
Barisal,3.29,2011,Qtr 3,September,7
Barisal,3.29,2013,Qtr 2,June,10
Barisal,3.29,2016,Qtr 3,July,4
Barisal,3.29,2020,Qtr 4,October,24
Barisal,3.3,2015,Qtr 3,September,3
Barisal,3.32,2009,Qtr 3,July,2
Barisal,3.32,2011,Qtr 3,September,18
Barisal,3.32,2018,Qtr 2,April,30
Barisal,3.33,2011,Qtr 3,September,16
Barisal,3.33,2013,Qtr 3,August,27
Barisal,3.33,2023,Qtr 3,August,15
Barisal,3.34,2009,Qtr 4,October,9
Barisal,3.34,2013,Qtr 3,September,28
Barisal,3.35,2020,Qtr 2,June,29
Barisal,3.35,2020,Qtr 3,July,23
Barisal,3.35,2021,Qtr 2,June,22
Barisal,3.35,2021,Qtr 3,August,8
Barisal,3.36,2011,Qtr 3,August,24
Barisal,3.38,2016,Qtr 3,July,6
Barisal,3.38,2021,Qtr 3,July,3
Barisal,3.38,2022,Qtr 2,June,20
Barisal,3.39,2013,Qtr 3,September,30
Barisal,3.4,2020,Qtr 3,July,22
Barisal,3.4,2021,Qtr 3,August,7
Barisal,3.4,2022,Qtr 3,September,17
Barisal,3.41,2013,Qtr 3,July,28
Barisal,3.42,2010,Qtr 4,October,6
Barisal,3.42,2021,Qtr 3,September,18
Barisal,3.43,2010,Qtr 2,June,29
Barisal,3.44,2009,Qtr 2,May,26
Barisal,3.44,2010,Qtr 4,October,9
Barisal,3.44,2011,Qtr 3,August,16
Barisal,3.44,2012,Qtr 2,June,18
Barisal,3.45,2017,Qtr 4,October,10
Barisal,3.46,2009,Qtr 3,July,29
Barisal,3.46,2009,Qtr 3,September,7
Barisal,3.48,2011,Qtr 3,August,25
Barisal,3.5,2009,Qtr 3,July,3
Barisal,3.5,2017,Qtr 2,June,13
Barisal,3.5,2021,Qtr 3,August,4
Barisal,3.51,2011,Qtr 3,August,28
Barisal,3.52,2009,Qtr 3,September,23
Barisal,3.52,2015,Qtr 3,July,22
Barisal,3.52,2017,Qtr 3,July,27
Barisal,3.52,2020,Qtr 3,August,23
Barisal,3.52,2021,Qtr 3,July,2
Barisal,3.53,2009,Qtr 3,July,28
Barisal,3.53,2009,Qtr 3,August,26
Barisal,3.53,2011,Qtr 3,August,18
Barisal,3.53,2015,Qtr 3,August,21
Barisal,3.53,2015,Qtr 3,September,25
Barisal,3.53,2017,Qtr 3,August,17
Barisal,3.53,2018,Qtr 2,June,24
Barisal,3.55,2013,Qtr 3,July,29
Barisal,3.55,2017,Qtr 3,September,19
Barisal,3.55,2020,Qtr 3,August,19
Barisal,3.56,2012,Qtr 3,August,14
Barisal,3.56,2013,Qtr 3,August,28
Barisal,3.58,2011,Qtr 3,August,22
Barisal,3.59,2009,Qtr 3,August,24
Barisal,3.59,2015,Qtr 3,July,23
Barisal,3.61,2009,Qtr 3,September,10
Barisal,3.61,2011,Qtr 3,August,23
Barisal,3.62,2011,Qtr 3,July,4
Barisal,3.62,2011,Qtr 3,August,15
Barisal,3.62,2016,Qtr 3,August,25
Barisal,3.62,2018,Qtr 2,May,18
Barisal,3.62,2021,Qtr 2,June,8
Barisal,3.65,2017,Qtr 2,June,21
Barisal,3.66,2015,Qtr 2,June,28
Barisal,3.66,2016,Qtr 3,July,17
Barisal,3.66,2018,Qtr 3,July,29
Barisal,3.66,2020,Qtr 2,June,18
Barisal,3.67,2009,Qtr 3,August,20
Barisal,3.67,2013,Qtr 3,September,29
Barisal,3.67,2015,Qtr 3,August,2
Barisal,3.69,2015,Qtr 3,July,17
Barisal,3.7,2016,Qtr 3,July,5
Barisal,3.7,2017,Qtr 3,August,16
Barisal,3.72,2012,Qtr 2,April,10
Barisal,3.73,2015,Qtr 3,July,11
Barisal,3.73,2022,Qtr 4,October,26
Barisal,3.75,2011,Qtr 3,August,17
Barisal,3.75,2016,Qtr 3,July,16
Barisal,3.79,2011,Qtr 3,September,9
Barisal,3.79,2018,Qtr 2,June,15
Barisal,3.79,2022,Qtr 3,September,16
Barisal,3.8,2015,Qtr 3,September,1
Barisal,3.8,2021,Qtr 3,August,3
Barisal,3.81,2020,Qtr 3,August,4
Barisal,3.81,2021,Qtr 3,September,21
Barisal,3.83,2011,Qtr 3,July,22
Barisal,3.83,2017,Qtr 4,October,8
Barisal,3.84,2009,Qtr 3,September,22
Barisal,3.84,2018,Qtr 2,June,26
Barisal,3.84,2021,Qtr 3,July,31
Barisal,3.86,2015,Qtr 3,July,18
Barisal,3.86,2018,Qtr 4,October,13
Barisal,3.86,2022,Qtr 4,October,25
Barisal,3.88,2012,Qtr 3,September,6
Barisal,3.88,2018,Qtr 3,July,28
Barisal,3.89,2011,Qtr 3,August,26
Barisal,3.9,2016,Qtr 4,October,12
Barisal,3.91,2015,Qtr 3,July,21
Barisal,3.94,2011,Qtr 3,September,8
Barisal,3.94,2016,Qtr 4,November,8
Barisal,3.94,2017,Qtr 3,September,18
Barisal,3.97,2020,Qtr 2,June,17
Barisal,3.97,2022,Qtr 3,September,13
Barisal,3.99,2011,Qtr 3,August,27
Barisal,3.99,2013,Qtr 3,August,21
Barisal,3.99,2018,Qtr 4,October,11
Barisal,3.99,2020,Qtr 3,August,5
Barisal,3.99,2020,Qtr 3,August,22
Barisal,4.01,2009,Qtr 3,August,22
Barisal,4.04,2015,Qtr 3,September,2
Barisal,4.04,2017,Qtr 3,July,23
Barisal,4.04,2019,Qtr 4,November,12
Barisal,4.04,2020,Qtr 3,August,21
Barisal,4.04,2021,Qtr 4,October,20
Barisal,4.05,2011,Qtr 2,June,26
Barisal,4.05,2015,Qtr 3,July,19
Barisal,4.05,2016,Qtr 4,October,11
Barisal,4.06,2012,Qtr 3,September,5
Barisal,4.06,2021,Qtr 2,June,18
Barisal,4.08,2009,Qtr 3,August,23
Barisal,4.09,2018,Qtr 4,October,12
Barisal,4.11,2009,Qtr 3,August,4
Barisal,4.11,2012,Qtr 2,June,17
Barisal,4.14,2009,Qtr 3,August,21
Barisal,4.14,2011,Qtr 2,June,27
Barisal,4.14,2015,Qtr 4,October,9
Barisal,4.15,2015,Qtr 3,August,20
Barisal,4.18,2013,Qtr 3,August,18
Barisal,4.19,2011,Qtr 3,July,20
Barisal,4.19,2015,Qtr 4,November,3
Barisal,4.19,2017,Qtr 3,July,26
Barisal,4.19,2018,Qtr 2,May,1
Barisal,4.2,2015,Qtr 3,August,19
Barisal,4.22,2011,Qtr 2,June,25
Barisal,4.24,2012,Qtr 3,August,12
Barisal,4.25,2015,Qtr 3,September,23
Barisal,4.26,2009,Qtr 3,September,9
Barisal,4.26,2011,Qtr 2,June,24
Barisal,4.26,2015,Qtr 3,July,24
Barisal,4.28,2017,Qtr 4,October,22
Barisal,4.28,2020,Qtr 3,August,20
Barisal,4.28,2020,Qtr 4,October,23
Barisal,4.31,2009,Qtr 3,August,9
Barisal,4.31,2009,Qtr 3,September,8
Barisal,4.31,2015,Qtr 4,October,8
Barisal,4.32,2023,Qtr 3,August,14
Barisal,4.33,2011,Qtr 2,June,29
Barisal,4.35,2021,Qtr 2,June,21
Barisal,4.38,2021,Qtr 4,October,19
Barisal,4.4,2015,Qtr 3,July,20
Barisal,4.41,2011,Qtr 2,June,28
Barisal,4.41,2018,Qtr 2,June,14
Barisal,4.43,2018,Qtr 3,July,27
Barisal,4.47,2011,Qtr 3,August,14
Barisal,4.47,2017,Qtr 4,October,9
Barisal,4.5,2015,Qtr 3,August,1
Barisal,4.5,2018,Qtr 2,June,25
Barisal,4.52,2012,Qtr 3,August,13
Barisal,4.53,2013,Qtr 3,July,1
Barisal,4.61,2015,Qtr 3,September,24
Barisal,4.66,2013,Qtr 2,May,22
Barisal,4.69,2011,Qtr 3,July,21
Barisal,4.69,2011,Qtr 3,August,7
Barisal,4.73,2009,Qtr 3,August,7
Barisal,4.73,2013,Qtr 2,June,29
Barisal,4.75,2011,Qtr 3,July,3
Barisal,4.78,2021,Qtr 2,June,7
Barisal,4.79,2022,Qtr 3,September,14
Barisal,4.81,2013,Qtr 2,May,25
Barisal,4.85,2009,Qtr 3,August,8
Barisal,4.85,2018,Qtr 3,July,26
Barisal,4.85,2023,Qtr 3,August,9
Barisal,4.89,2022,Qtr 3,September,15
Barisal,4.96,2011,Qtr 2,June,30
Barisal,4.97,2016,Qtr 3,August,24
Barisal,4.97,2021,Qtr 2,June,6
Barisal,4.97,2023,Qtr 3,August,8
Barisal,4.98,2021,Qtr 3,September,20
Barisal,5.04,2010,Qtr 4,October,8
Barisal,5.07,2017,Qtr 3,July,24
Barisal,5.11,2017,Qtr 3,July,25
Barisal,5.12,2021,Qtr 2,June,20
Barisal,5.19,2013,Qtr 3,August,19
Barisal,5.22,2013,Qtr 3,August,20
Barisal,5.25,2013,Qtr 2,May,17
Barisal,5.25,2021,Qtr 2,June,19
Barisal,5.28,2015,Qtr 3,July,31
Barisal,5.28,2021,Qtr 3,July,30
Barisal,5.41,2010,Qtr 4,October,7
Barisal,5.43,2011,Qtr 3,July,2
Barisal,5.43,2017,Qtr 4,October,20
Barisal,5.44,2015,Qtr 2,June,25
Barisal,5.46,2011,Qtr 3,July,1
Barisal,5.47,2009,Qtr 3,August,6
Barisal,5.49,2021,Qtr 3,September,19
Barisal,5.53,2011,Qtr 3,August,13
Barisal,5.53,2013,Qtr 2,May,23
Barisal,5.53,2018,Qtr 2,June,13
Barisal,5.53,2021,Qtr 3,July,27
Barisal,5.56,2015,Qtr 2,June,27
Barisal,5.65,2015,Qtr 3,July,27
Barisal,5.7,2015,Qtr 3,July,10
Barisal,5.75,2013,Qtr 2,May,16
Barisal,5.79,2009,Qtr 3,August,5
Barisal,5.81,2015,Qtr 3,July,28
Barisal,5.89,2013,Qtr 2,June,30
Barisal,6.01,2017,Qtr 4,October,21
Barisal,6.05,2011,Qtr 3,August,12
Barisal,6.06,2015,Qtr 3,July,30
Barisal,6.24,2015,Qtr 3,July,8
Barisal,6.33,2016,Qtr 4,November,7
Barisal,6.38,2013,Qtr 2,May,24
Barisal,6.38,2018,Qtr 2,June,10
Barisal,6.78,2015,Qtr 4,November,1
Barisal,6.85,2015,Qtr 3,July,29
Barisal,6.93,2015,Qtr 4,November,2
Barisal,7,2011,Qtr 3,August,11
Barisal,7.04,2019,Qtr 4,November,11
Barisal,7.09,2021,Qtr 3,July,29
Barisal,7.18,2015,Qtr 2,June,26
Barisal,7.38,2018,Qtr 2,June,12
Barisal,7.49,2015,Qtr 3,July,25
Barisal,7.51,2015,Qtr 3,July,26
Barisal,7.65,2019,Qtr 4,November,10
Barisal,7.71,2021,Qtr 3,July,28
Barisal,7.81,2016,Qtr 3,August,23
Barisal,7.85,2018,Qtr 2,June,11
Barisal,7.93,2015,Qtr 3,July,9
Barisal,9.3,2011,Qtr 3,August,10
Barisal,11.27,2016,Qtr 4,November,6
Barisal,11.76,2011,Qtr 3,August,8
Barisal,12.03,2016,Qtr 4,November,5
Barisal,12.58,2011,Qtr 3,August,9
Barisal,14.21,2016,Qtr 3,August,22
Barisal,16.14,2016,Qtr 3,August,21
Barisal,130.52,2023,Qtr 3,August,4
Bogra,0.37,,,,
Bogra,0.39,,,,
Bogra,0.41,,,,
Bogra,0.42,,,,
Bogra,0.43,,,,
Bogra,0.44,,,,
Bogra,0.45,,,,
Bogra,0.46,,,,
Bogra,0.47,,,,
Bogra,0.48,,,,
Bogra,0.49,,,,
Bogra,0.5,,,,
Bogra,0.51,,,,
Bogra,0.52,,,,
Bogra,0.53,,,,
Bogra,0.54,,,,
Bogra,0.55,,,,
Bogra,0.56,,,,
Bogra,0.57,,,,
Bogra,0.58,,,,
Bogra,0.59,,,,
Bogra,0.6,,,,
Bogra,0.61,,,,
Bogra,0.62,,,,
Bogra,0.63,,,,
Bogra,0.64,,,,
Bogra,0.65,,,,
Bogra,0.66,,,,
Bogra,0.67,,,,
Bogra,0.68,,,,
Bogra,0.69,,,,
Bogra,0.7,,,,
Bogra,0.71,,,,
Bogra,0.72,,,,
Bogra,0.73,,,,
Bogra,0.74,,,,
Bogra,0.75,,,,
Bogra,0.76,,,,
Bogra,0.77,,,,
Bogra,0.78,,,,
Bogra,0.79,,,,
Bogra,0.8,,,,
Bogra,0.81,,,,
Bogra,0.82,,,,
Bogra,0.83,,,,
Bogra,0.84,,,,
Bogra,0.85,,,,
Bogra,0.86,,,,
Bogra,0.87,,,,
Bogra,0.88,,,,
Bogra,0.89,,,,
Bogra,0.9,,,,
Bogra,0.91,,,,
Bogra,0.92,,,,
Bogra,0.93,,,,
Bogra,0.94,,,,
Bogra,0.95,,,,
Bogra,0.96,,,,
Bogra,0.97,,,,
Bogra,0.98,,,,
Bogra,0.99,,,,
Bogra,1,,,,
Bogra,1.01,,,,
Bogra,1.02,,,,
Bogra,1.03,,,,
Bogra,1.04,,,,
Bogra,1.05,,,,
Bogra,1.06,,,,
Bogra,1.07,,,,
Bogra,1.08,,,,
Bogra,1.09,,,,
Bogra,1.1,,,,
Bogra,1.11,,,,
Bogra,1.12,,,,
Bogra,1.13,,,,
Bogra,1.14,,,,
Bogra,1.15,,,,
Bogra,1.16,,,,
Bogra,1.17,,,,
Bogra,1.18,,,,
Bogra,1.19,,,,
Bogra,1.2,,,,
Bogra,1.21,,,,
Bogra,1.22,,,,
Bogra,1.23,,,,
Bogra,1.24,,,,
Bogra,1.25,,,,
Bogra,1.26,,,,
Bogra,1.28,,,,
Bogra,1.29,,,,
Bogra,1.3,,,,
Bogra,1.31,,,,
Bogra,1.32,,,,
Bogra,1.33,,,,
Bogra,1.34,,,,
Bogra,1.35,,,,
Bogra,1.36,,,,
Bogra,1.37,,,,
Bogra,1.38,,,,
Bogra,1.39,,,,
Bogra,1.4,,,,
Bogra,1.42,,,,
Bogra,1.43,,,,
Bogra,1.44,,,,
Bogra,1.45,,,,
Bogra,1.46,,,,
Bogra,1.47,,,,
Bogra,1.48,,,,
Bogra,1.49,,,,
Bogra,1.5,,,,
Bogra,1.51,,,,
Bogra,1.52,,,,
Bogra,1.53,,,,
Bogra,1.54,,,,
Bogra,1.55,,,,
Bogra,1.56,,,,
Bogra,1.57,,,,
Bogra,1.58,,,,
Bogra,1.59,,,,
Bogra,1.6,,,,
Bogra,1.61,,,,
Bogra,1.62,,,,
Bogra,1.63,,,,
Bogra,1.64,,,,
Bogra,1.65,,,,
Bogra,1.67,,,,
Bogra,1.68,,,,
Bogra,1.69,,,,
Bogra,1.7,,,,
Bogra,1.71,,,,
Bogra,1.72,,,,
Bogra,1.73,,,,
Bogra,1.74,,,,
Bogra,1.75,,,,
Bogra,1.76,,,,
Bogra,1.77,,,,
Bogra,1.78,,,,
Bogra,1.79,,,,
Bogra,1.8,,,,
Bogra,1.81,,,,
Bogra,1.82,,,,
Bogra,1.84,,,,
Bogra,1.85,,,,
Bogra,1.86,,,,
Bogra,1.88,,,,
Bogra,1.89,,,,
Bogra,1.9,,,,
Bogra,1.91,,,,
Bogra,1.92,,,,
Bogra,1.93,,,,
Bogra,1.94,,,,
Bogra,1.95,,,,
Bogra,1.97,,,,
Bogra,1.98,,,,
Bogra,1.99,,,,
Bogra,2,,,,
Bogra,2.01,,,,
Bogra,2.03,,,,
Bogra,2.04,,,,
Bogra,2.05,,,,
Bogra,2.06,,,,
Bogra,2.07,,,,
Bogra,2.08,,,,
Bogra,2.09,,,,
Bogra,2.1,,,,
Bogra,2.11,,,,
Bogra,2.12,,,,
Bogra,2.13,,,,
Bogra,2.14,,,,
Bogra,2.15,,,,
Bogra,2.16,,,,
Bogra,2.17,,,,
Bogra,2.18,,,,
Bogra,2.2,,,,
Bogra,2.21,,,,
Bogra,2.22,,,,
Bogra,2.23,,,,
Bogra,2.24,,,,
Bogra,2.25,,,,
Bogra,2.26,,,,
Bogra,2.27,,,,
Bogra,2.28,,,,
Bogra,2.29,,,,
Bogra,2.3,,,,
Bogra,2.31,,,,
Bogra,2.32,,,,
Bogra,2.33,,,,
Bogra,2.34,,,,
Bogra,2.36,,,,
Bogra,2.37,,,,
Bogra,2.38,,,,
Bogra,2.39,,,,
Bogra,2.4,,,,
Bogra,2.42,,,,
Bogra,2.43,,,,
Bogra,2.44,,,,
Bogra,2.45,,,,
Bogra,2.46,,,,
Bogra,2.47,,,,
Bogra,2.48,,,,
Bogra,2.49,,,,
Bogra,2.5,,,,
Bogra,2.51,,,,
Bogra,2.52,,,,
Bogra,2.53,,,,
Bogra,2.54,,,,
Bogra,2.55,,,,
Bogra,2.56,,,,
Bogra,2.58,,,,
Bogra,2.6,,,,
Bogra,2.61,,,,
Bogra,2.62,,,,
Bogra,2.63,,,,
Bogra,2.64,,,,
Bogra,2.66,,,,
Bogra,2.67,,,,
Bogra,2.69,,,,
Bogra,2.71,,,,
Bogra,2.72,,,,
Bogra,2.73,,,,
Bogra,2.74,,,,
Bogra,2.75,,,,
Bogra,2.76,,,,
Bogra,2.77,,,,
Bogra,2.78,,,,
Bogra,2.79,,,,
Bogra,2.8,,,,
Bogra,2.81,,,,
Bogra,2.82,,,,
Bogra,2.83,,,,
Bogra,2.85,,,,
Bogra,2.86,,,,
Bogra,2.87,,,,
Bogra,2.89,,,,
Bogra,2.91,,,,
Bogra,2.92,,,,
Bogra,2.94,,,,
Bogra,2.95,,,,
Bogra,2.96,,,,
Bogra,2.97,,,,
Bogra,2.98,,,,
Bogra,2.99,,,,
Bogra,3,,,,
Bogra,3.01,,,,
Bogra,3.02,,,,
Bogra,3.03,,,,
Bogra,3.05,,,,
Bogra,3.06,,,,
Bogra,3.07,,,,
