datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions
2018-09-25,"Khulna,Bangladesh",34.9,25.7,28.7,43.8,25.7,34.4,26.3,87.6,0.7,100.0,16.67,rain,,,,9.4,215.7,1007.7,78.6,4.6,126.5,10.8,5.0,,2018-09-25T05:51:17,2018-09-25T17:55:40,0.5,"Rain, Partially cloudy"
2018-09-26,"Khulna,Bangladesh",33.1,26.0,28.8,46.9,26.0,34.1,26.1,86.5,1.4,100.0,33.33,rain,,,,6.5,227.7,1007.2,80.3,5.5,135.8,11.8,6.0,,2018-09-26T05:51:35,2018-09-26T17:54:40,0.54,"Rain, Partially cloudy"
2018-09-27,"Khulna,Bangladesh",34.7,25.8,28.6,57.5,25.8,34.6,26.6,89.8,8.3,100.0,100.0,rain,,,,8.6,216.0,1008.0,59.6,5.7,106.6,9.3,4.0,,2018-09-27T05:51:54,2018-09-27T17:53:40,0.58,"Rain, Partially cloudy"
2018-09-28,"Khulna,Bangladesh",35.4,25.4,28.9,51.1,25.4,34.4,26.1,85.9,4.6,100.0,87.5,rain,,,,7.2,228.2,1008.3,54.3,5.5,125.3,10.8,4.0,,2018-09-28T05:52:13,2018-09-28T17:52:40,0.61,"Rain, Partially cloudy"
2018-09-29,"Khulna,Bangladesh",35.9,25.3,29.6,46.2,25.3,35.8,26.0,82.3,3.1,100.0,54.17,rain,,,,6.8,266.9,1008.1,39.0,6.4,185.3,15.8,7.0,,2018-09-29T05:52:32,2018-09-29T17:51:41,0.65,"Rain, Partially cloudy"
2018-09-30,"Khulna,Bangladesh",35.3,25.0,29.3,46.6,25.0,34.8,25.8,82.5,0.1,100.0,4.17,rain,,,,7.2,261.6,1007.6,53.9,5.8,201.3,17.5,7.0,,2018-09-30T05:52:52,2018-09-30T17:50:42,0.68,"Rain, Partially cloudy"
2018-10-01,"Khulna,Bangladesh",35.1,24.6,29.0,46.5,24.6,32.9,24.6,78.6,0.0,0.0,0.0,,,,,7.6,271.7,1008.5,52.5,6.0,234.5,20.1,8.0,,2018-10-01T05:53:11,2018-10-01T17:49:43,0.72,Partially cloudy
2018-10-02,"Khulna,Bangladesh",35.0,24.2,28.5,39.9,24.2,32.0,24.4,80.2,0.0,0.0,0.0,,,,,11.2,249.3,1009.3,34.4,5.5,229.7,19.6,8.0,,2018-10-02T05:53:31,2018-10-02T17:48:44,0.75,Partially cloudy
2018-10-03,"Khulna,Bangladesh",35.6,24.1,28.9,44.2,24.1,33.3,24.9,80.6,0.0,0.0,0.0,,,,,9.0,233.6,1008.7,20.8,5.4,243.0,21.0,8.0,,2018-10-03T05:53:51,2018-10-03T17:47:46,0.79,Partially cloudy
2018-10-04,"Khulna,Bangladesh",35.3,23.7,29.0,42.7,23.7,32.9,24.1,76.5,0.0,0.0,0.0,,,,,9.4,270.2,1009.2,10.3,6.1,253.5,22.0,9.0,,2018-10-04T05:54:12,2018-10-04T17:46:48,0.83,Clear
2018-10-05,"Khulna,Bangladesh",35.4,24.1,28.8,42.6,24.1,32.7,24.1,77.3,0.0,0.0,0.0,,,,,6.5,317.2,1009.9,22.4,5.6,241.6,21.0,8.0,,2018-10-05T05:54:32,2018-10-05T17:45:51,0.86,Partially cloudy
2018-10-06,"Khulna,Bangladesh",35.0,24.4,28.9,44.0,24.4,32.7,23.8,75.4,0.0,0.0,0.0,,,,,7.2,336.2,1009.8,10.0,6.2,231.3,20.0,8.0,,2018-10-06T05:54:53,2018-10-06T17:44:54,0.9,Clear
2018-10-07,"Khulna,Bangladesh",35.3,24.5,28.9,41.1,24.5,31.6,22.8,71.0,0.0,0.0,0.0,,,,,6.5,334.8,1009.7,25.3,6.2,250.1,21.6,9.0,,2018-10-07T05:55:15,2018-10-07T17:43:57,0.93,Partially cloudy
2018-10-08,"Khulna,Bangladesh",34.5,25.3,28.6,42.5,25.3,30.9,22.8,72.2,0.0,0.0,0.0,,,,,7.6,194.4,1010.0,57.5,5.9,238.6,20.5,8.0,,2018-10-08T05:55:36,2018-10-08T17:43:01,0.97,Partially cloudy
2018-10-09,"Khulna,Bangladesh",31.0,24.1,27.0,34.8,24.1,28.5,23.1,80.9,1.8,100.0,50.0,rain,,,,8.6,139.6,,66.0,,234.1,20.3,8.0,,2018-10-09T05:55:58,2018-10-09T17:42:06,0.0,"Rain, Partially cloudy"
2018-10-10,"Khulna,Bangladesh",27.6,23.7,25.4,31.3,23.7,26.2,24.2,93.1,18.5,100.0,100.0,rain,,,,14.8,89.4,1009.4,89.4,5.5,103.9,9.0,4.0,,2018-10-10T05:56:21,2018-10-10T17:41:10,0.04,"Rain, Partially cloudy"
2018-10-11,"Khulna,Bangladesh",28.2,24.3,25.8,33.3,24.3,27.1,24.6,93.2,47.4,100.0,91.67,rain,,,,12.2,114.6,1009.4,87.9,5.0,90.9,7.9,3.0,,2018-10-11T05:56:43,2018-10-11T17:40:16,0.07,"Rain, Partially cloudy"
2018-10-12,"Khulna,Bangladesh",29.7,23.9,26.4,35.4,23.9,28.1,24.2,88.2,13.7,100.0,87.5,rain,,,,13.3,145.7,1010.4,83.9,3.8,223.1,19.3,8.0,,2018-10-12T05:57:06,2018-10-12T17:39:22,0.1,"Rain, Partially cloudy"
2018-10-13,"Khulna,Bangladesh",28.2,23.5,25.8,32.9,23.5,26.9,24.5,92.6,4.9,100.0,50.0,rain,,,,22.3,150.9,1010.6,90.2,4.8,86.7,7.7,3.0,,2018-10-13T05:57:30,2018-10-13T17:38:29,0.13,"Rain, Overcast"
2018-10-14,"Khulna,Bangladesh",31.2,23.2,26.1,35.7,23.2,27.3,23.0,84.2,2.8,100.0,33.33,rain,,,,15.1,297.9,1010.8,66.1,4.9,237.8,20.5,9.0,,2018-10-14T05:57:54,2018-10-14T17:37:36,0.16,"Rain, Partially cloudy"
2018-10-15,"Khulna,Bangladesh",32.8,22.1,26.7,37.3,22.1,28.3,22.4,78.8,0.0,0.0,0.0,,,,,7.2,271.8,1012.2,50.4,6.0,237.7,20.4,8.0,,2018-10-15T05:58:18,2018-10-15T17:36:44,0.2,Partially cloudy
2018-10-16,"Khulna,Bangladesh",32.9,21.5,26.1,37.0,21.5,27.1,21.1,76.1,0.0,0.0,0.0,,,,,8.3,309.5,1012.2,35.2,5.7,237.2,20.3,9.0,,2018-10-16T05:58:43,2018-10-16T17:35:53,0.23,Partially cloudy
2018-10-17,"Khulna,Bangladesh",33.0,20.1,25.6,33.6,20.1,26.2,19.8,72.9,0.0,0.0,0.0,,,,,8.3,291.5,1011.4,19.9,5.4,239.9,20.7,8.0,,2018-10-17T05:59:08,2018-10-17T17:35:02,0.25,Clear
2018-10-18,"Khulna,Bangladesh",33.4,21.6,26.2,38.6,21.6,27.7,21.7,77.5,0.0,0.0,0.0,,,,,8.3,213.8,1010.4,8.6,4.9,230.0,19.9,8.0,,2018-10-18T05:59:34,2018-10-18T17:34:12,0.29,Clear
2018-10-19,"Khulna,Bangladesh",32.9,22.5,27.5,39.1,22.5,29.6,22.9,77.9,0.0,0.0,0.0,,,,,7.6,230.2,1011.0,12.8,5.5,226.4,19.5,8.0,,2018-10-19T06:00:00,2018-10-19T17:33:23,0.32,Clear
2018-10-20,"Khulna,Bangladesh",33.0,23.6,27.7,40.7,23.6,29.7,22.1,72.4,0.0,0.0,0.0,,,,,4.3,284.6,1011.9,7.0,3.7,224.5,19.5,8.0,,2018-10-20T06:00:26,2018-10-20T17:32:35,0.36,Clear
2018-10-21,"Khulna,Bangladesh",33.4,21.4,27.1,38.4,21.4,28.7,21.6,73.1,0.0,0.0,0.0,,,,,6.1,338.8,1012.2,27.2,3.0,224.6,19.5,8.0,,2018-10-21T06:00:53,2018-10-21T17:31:48,0.39,Partially cloudy
2018-10-22,"Khulna,Bangladesh",33.0,21.4,26.2,37.7,21.4,27.5,21.4,76.2,0.0,0.0,0.0,,,,,7.9,330.4,1010.8,26.7,3.2,221.7,19.1,8.0,,2018-10-22T06:01:21,2018-10-22T17:31:01,0.42,Partially cloudy
2018-10-23,"Khulna,Bangladesh",32.5,20.5,25.8,37.0,20.5,27.0,21.1,76.7,0.0,0.0,0.0,,,,,8.6,323.0,1011.5,4.2,4.0,224.4,19.3,8.0,,2018-10-23T06:01:48,2018-10-23T17:30:16,0.45,Clear
2018-10-24,"Khulna,Bangladesh",33.2,21.2,25.8,38.3,21.2,27.2,21.4,78.1,1.8,100.0,33.33,rain,,,,7.6,334.8,1011.6,13.1,3.4,205.6,17.8,7.0,,2018-10-24T06:02:17,2018-10-24T17:29:31,0.5,Rain
2018-10-25,"Khulna,Bangladesh",31.9,19.5,24.3,31.3,19.5,24.5,18.1,71.2,0.0,0.0,0.0,,,,,9.4,339.6,1013.6,35.3,4.4,235.4,20.4,8.0,,2018-10-25T06:02:46,2018-10-25T17:28:47,0.52,Partially cloudy
2018-10-26,"Khulna,Bangladesh",31.6,17.6,24.2,30.9,17.6,24.2,17.1,67.3,0.0,0.0,0.0,,,,,9.0,325.3,1014.3,9.0,4.9,234.8,20.3,8.0,,2018-10-26T06:03:15,2018-10-26T17:28:04,0.56,Clear
2018-10-27,"Khulna,Bangladesh",31.8,18.4,24.4,31.5,18.4,24.6,17.7,67.9,0.0,0.0,0.0,,,,,7.9,301.4,1013.8,45.4,4.9,230.8,20.1,8.0,,2018-10-27T06:03:45,2018-10-27T17:27:22,0.59,Partially cloudy
2018-10-28,"Khulna,Bangladesh",28.9,20.8,24.6,30.6,20.8,25.0,20.7,79.9,0.3,100.0,12.5,rain,,,,8.6,107.3,1014.8,87.6,4.8,158.1,13.5,6.0,,2018-10-28T06:04:16,2018-10-28T17:26:41,0.63,"Rain, Partially cloudy"
2018-10-29,"Khulna,Bangladesh",26.9,21.3,23.5,29.0,21.3,23.6,21.5,88.8,2.3,100.0,58.33,rain,,,,13.0,46.9,1013.6,81.2,5.0,138.3,12.0,5.0,,2018-10-29T06:04:46,2018-10-29T17:26:02,0.66,"Rain, Partially cloudy"
2018-10-30,"Khulna,Bangladesh",28.1,21.6,23.8,30.8,21.6,24.0,22.1,90.7,4.3,100.0,87.5,rain,,,,18.4,81.9,1012.7,76.8,5.1,91.9,7.8,3.0,,2018-10-30T06:05:18,2018-10-30T17:25:23,0.7,"Rain, Partially cloudy"
2018-10-31,"Khulna,Bangladesh",30.1,21.9,25.2,33.5,21.9,26.1,21.9,82.7,1.3,100.0,37.5,rain,,,,9.7,95.7,1013.1,43.8,5.4,164.1,14.1,6.0,,2018-10-31T06:05:50,2018-10-31T17:24:45,0.75,"Rain, Partially cloudy"
2018-11-01,"Khulna,Bangladesh",30.1,21.4,25.7,33.2,21.4,26.8,21.6,79.2,0.0,0.0,0.0,,,,,8.3,123.3,1014.1,9.9,5.0,225.2,19.5,8.0,,2018-11-01T06:06:22,2018-11-01T17:24:09,0.77,Clear
2018-11-02,"Khulna,Bangladesh",29.9,22.2,25.5,32.8,22.2,26.5,21.7,81.0,0.0,0.0,0.0,,,,,7.9,211.9,,6.5,,218.2,18.9,8.0,,2018-11-02T06:06:55,2018-11-02T17:23:33,0.81,Clear
2018-11-03,"Khulna,Bangladesh",30.0,21.4,25.5,32.8,21.4,26.6,21.5,79.9,0.1,100.0,4.17,rain,,,,8.3,233.9,,3.8,,216.2,18.7,8.0,,2018-11-03T06:07:29,2018-11-03T17:22:59,0.84,Rain
2018-11-04,"Khulna,Bangladesh",30.5,21.2,25.6,33.1,21.2,26.7,21.6,79.8,0.0,0.0,0.0,,,,,8.6,220.0,,3.2,,209.4,18.2,8.0,,2018-11-04T06:08:03,2018-11-04T17:22:26,0.88,Clear
2018-11-05,"Khulna,Bangladesh",30.6,21.3,25.5,34.2,21.3,26.7,22.2,83.3,0.0,0.0,0.0,,,,,10.8,208.7,,19.0,,197.8,17.1,7.0,,2018-11-05T06:08:37,2018-11-05T17:21:54,0.91,Clear
2018-11-06,"Khulna,Bangladesh",30.6,22.2,26.2,34.4,22.2,27.7,22.3,80.5,0.7,100.0,25.0,rain,,,,9.7,228.2,,14.6,,186.9,16.1,7.0,,2018-11-06T06:09:12,2018-11-06T17:21:23,0.95,Rain
2018-11-07,"Khulna,Bangladesh",29.9,23.5,26.0,32.8,23.5,27.0,21.8,78.3,1.7,100.0,66.67,rain,,,,5.8,31.9,1013.7,33.4,5.0,168.8,14.5,6.0,,2018-11-07T06:09:47,2018-11-07T17:20:53,0.0,"Rain, Partially cloudy"
2018-11-08,"Khulna,Bangladesh",31.0,20.3,24.8,32.5,20.3,25.2,20.1,77.3,0.0,0.0,0.0,,,,,8.3,6.4,1013.0,17.8,5.3,187.1,16.2,7.0,,2018-11-08T06:10:23,2018-11-08T17:20:25,0.02,Clear
2018-11-09,"Khulna,Bangladesh",29.0,18.6,23.6,28.8,18.6,23.6,17.2,70.2,0.0,0.0,0.0,,,,,6.8,348.3,1012.2,0.2,5.3,197.0,17.1,7.0,,2018-11-09T06:10:59,2018-11-09T17:19:58,0.05,Clear
2018-11-10,"Khulna,Bangladesh",29.6,17.6,23.2,30.0,17.6,23.2,16.6,68.7,0.0,0.0,0.0,,,,,7.9,330.6,1012.2,0.1,5.6,198.9,17.1,7.0,,2018-11-10T06:11:36,2018-11-10T17:19:33,0.08,Clear
2018-11-11,"Khulna,Bangladesh",30.1,18.3,23.4,30.9,18.3,23.5,17.6,72.3,0.0,0.0,0.0,,,,,9.4,3.9,1012.9,4.5,4.5,211.4,18.2,8.0,,2018-11-11T06:12:13,2018-11-11T17:19:08,0.12,Clear
2018-11-12,"Khulna,Bangladesh",29.2,17.7,23.6,29.7,17.7,23.8,17.6,71.1,0.0,0.0,0.0,,,,,9.0,11.0,1012.1,24.8,5.4,215.3,18.5,8.0,,2018-11-12T06:12:51,2018-11-12T17:18:45,0.15,Partially cloudy
2018-11-13,"Khulna,Bangladesh",30.0,17.7,23.8,30.2,17.7,23.9,17.5,70.3,0.0,0.0,0.0,,,,,6.8,339.3,1010.4,30.4,5.5,209.4,18.0,8.0,,2018-11-13T06:13:29,2018-11-13T17:18:23,0.18,Partially cloudy
2018-11-14,"Khulna,Bangladesh",30.3,17.7,23.8,31.8,17.7,24.0,17.5,70.5,0.0,0.0,0.0,,,,,7.9,323.5,1011.2,27.5,4.7,188.1,16.1,7.0,,2018-11-14T06:14:07,2018-11-14T17:18:03,0.21,Partially cloudy
2018-11-15,"Khulna,Bangladesh",31.0,18.7,24.1,33.9,18.7,24.5,18.6,74.0,0.0,0.0,0.0,,,,,9.0,270.6,1012.5,31.3,5.1,181.4,15.6,7.0,,2018-11-15T06:14:45,2018-11-15T17:17:44,0.25,Partially cloudy
2018-11-16,"Khulna,Bangladesh",32.3,18.1,24.4,31.8,18.1,24.5,18.2,71.9,0.0,0.0,0.0,,,,,9.0,262.9,1012.1,15.3,4.4,190.1,16.2,7.0,,2018-11-16T06:15:24,2018-11-16T17:17:26,0.28,Clear
2018-11-17,"Khulna,Bangladesh",30.5,18.5,24.1,31.0,18.5,24.3,18.7,74.7,0.0,0.0,0.0,,,,,13.0,259.4,1011.6,7.0,5.0,185.2,15.8,7.0,,2018-11-17T06:16:04,2018-11-17T17:17:10,0.31,Clear
2018-11-18,"Khulna,Bangladesh",29.4,17.5,23.0,29.5,17.5,23.1,17.2,72.5,0.0,0.0,0.0,,,,,10.4,9.4,1013.7,2.3,5.2,174.8,14.9,7.0,,2018-11-18T06:16:43,2018-11-18T17:16:55,0.34,Clear
2018-11-19,"Khulna,Bangladesh",30.0,16.5,22.5,29.8,16.5,22.4,15.7,69.2,0.0,0.0,0.0,,,,,9.0,22.3,1015.0,0.6,5.7,187.4,16.1,7.0,,2018-11-19T06:17:23,2018-11-19T17:16:42,0.37,Clear
2018-11-20,"Khulna,Bangladesh",29.5,18.0,22.9,29.0,18.0,22.9,15.6,65.8,0.0,0.0,0.0,,,,,8.3,332.0,1016.0,18.9,4.1,177.7,15.3,7.0,,2018-11-20T06:18:03,2018-11-20T17:16:30,0.4,Clear
2018-11-21,"Khulna,Bangladesh",30.0,16.2,22.5,30.1,16.2,22.4,15.5,67.9,0.0,0.0,0.0,,,,,9.4,355.9,1013.5,53.4,4.1,182.1,15.6,7.0,,2018-11-21T06:18:44,2018-11-21T17:16:19,0.44,Partially cloudy
2018-11-22,"Khulna,Bangladesh",29.2,16.7,22.0,28.6,16.7,22.0,15.8,70.3,0.0,0.0,0.0,,,,,10.4,4.0,1015.0,26.2,5.4,175.2,15.2,7.0,,2018-11-22T06:19:24,2018-11-22T17:16:10,0.47,Partially cloudy
2018-11-23,"Khulna,Bangladesh",28.9,17.0,21.9,28.6,17.0,21.9,15.8,71.4,0.0,0.0,0.0,,,,,8.3,320.1,1015.3,41.4,5.2,160.1,14.0,7.0,,2018-11-23T06:20:05,2018-11-23T17:16:02,0.5,Partially cloudy
2018-11-24,"Khulna,Bangladesh",28.9,15.5,21.5,28.3,15.5,21.4,15.1,70.2,0.0,0.0,0.0,,,,,8.3,329.4,1014.8,0.0,5.0,172.0,14.8,7.0,,2018-11-24T06:20:46,2018-11-24T17:15:56,0.54,Clear
2018-11-25,"Khulna,Bangladesh",29.1,16.8,22.2,28.9,16.8,22.2,16.2,71.7,0.0,0.0,0.0,,,,,8.3,35.4,1014.7,0.1,4.9,186.6,16.2,7.0,,2018-11-25T06:21:27,2018-11-25T17:15:51,0.57,Clear
2018-11-26,"Khulna,Bangladesh",29.1,18.0,22.7,28.6,18.0,22.6,16.0,69.3,0.0,0.0,0.0,,,,,7.6,106.9,1013.5,4.8,5.1,199.5,17.2,7.0,,2018-11-26T06:22:08,2018-11-26T17:15:47,0.61,Clear
2018-11-27,"Khulna,Bangladesh",30.0,17.7,22.4,29.8,17.7,22.4,16.8,74.0,0.0,0.0,0.0,,,,,9.1,123.0,1015.7,6.7,4.3,198.5,17.1,7.0,,2018-11-27T06:22:49,2018-11-27T17:15:45,0.64,Clear
2018-11-28,"Khulna,Bangladesh",30.8,17.8,23.1,29.8,17.8,23.0,16.7,71.7,0.0,0.0,0.0,,,,,6.1,131.1,1016.1,16.3,5.3,198.9,17.1,7.0,,2018-11-28T06:23:30,2018-11-28T17:15:45,0.68,Clear
2018-11-29,"Khulna,Bangladesh",29.9,17.1,22.7,29.3,17.1,22.6,15.9,69.1,0.0,0.0,0.0,,,,,6.1,248.6,1016.6,23.3,5.1,199.9,17.3,7.0,,2018-11-29T06:24:11,2018-11-29T17:15:45,0.71,Partially cloudy
2018-11-30,"Khulna,Bangladesh",29.0,17.5,22.3,30.8,17.5,22.3,16.1,71.0,0.0,0.0,0.0,,,,,5.8,338.9,1016.7,12.6,5.0,186.1,16.0,7.0,,2018-11-30T06:24:52,2018-11-30T17:15:48,0.75,Clear
2018-12-01,"Khulna,Bangladesh",28.9,17.2,22.2,28.1,17.2,22.1,15.3,68.3,0.0,0.0,0.0,,,,,6.1,347.3,1014.8,17.4,5.0,173.6,14.9,7.0,,2018-12-01T06:25:33,2018-12-01T17:15:51,0.78,Clear
2018-12-02,"Khulna,Bangladesh",29.2,16.6,22.1,28.3,16.6,21.9,14.6,66.4,0.0,0.0,0.0,,,,,9.0,343.8,1013.1,50.3,5.0,181.1,15.6,7.0,,2018-12-02T06:26:13,2018-12-02T17:15:56,0.82,Partially cloudy
2018-12-03,"Khulna,Bangladesh",28.4,15.5,20.9,27.7,15.5,20.8,14.4,70.0,0.0,0.0,0.0,,,,,10.1,344.2,1014.4,27.9,4.5,168.3,14.5,6.0,,2018-12-03T06:26:54,2018-12-03T17:16:03,0.86,Partially cloudy
2018-12-04,"Khulna,Bangladesh",28.7,14.6,20.5,27.7,14.6,20.4,13.4,68.2,0.0,0.0,0.0,,,,,9.7,341.7,1014.9,42.3,5.3,172.9,14.9,7.0,,2018-12-04T06:27:34,2018-12-04T17:16:11,0.89,Partially cloudy
2018-12-05,"Khulna,Bangladesh",28.2,14.0,20.4,27.8,14.0,20.3,13.3,68.0,0.0,0.0,0.0,,,,,11.2,335.4,1013.6,61.8,5.0,170.2,14.8,7.0,,2018-12-05T06:28:14,2018-12-05T17:16:20,0.93,Partially cloudy
2018-12-06,"Khulna,Bangladesh",26.8,16.0,20.3,27.2,16.0,20.3,13.8,69.0,0.0,0.0,0.0,,,,,9.4,327.1,1012.5,72.0,4.4,107.0,9.2,4.0,,2018-12-06T06:28:54,2018-12-06T17:16:31,0.96,Partially cloudy
2018-12-07,"Khulna,Bangladesh",28.1,13.4,19.6,27.1,13.4,19.5,12.1,66.9,0.0,0.0,0.0,,,,,12.2,334.5,1012.8,10.6,4.6,171.4,14.7,7.0,,2018-12-07T06:29:34,2018-12-07T17:16:43,0.0,Clear
2018-12-08,"Khulna,Bangladesh",27.1,12.6,18.6,26.5,12.6,18.6,10.6,64.6,0.0,0.0,0.0,,,,,12.6,339.8,1014.1,0.0,4.0,163.5,14.2,6.0,,2018-12-08T06:30:13,2018-12-08T17:16:56,0.03,Clear
2018-12-09,"Khulna,Bangladesh",27.2,11.4,18.7,26.8,11.4,18.6,11.1,65.7,0.0,0.0,0.0,,,,,9.7,330.6,1013.7,0.2,4.8,179.3,15.4,7.0,,2018-12-09T06:30:52,2018-12-09T17:17:11,0.06,Clear
2018-12-10,"Khulna,Bangladesh",28.4,12.5,19.7,27.3,12.5,19.6,11.7,64.3,0.0,0.0,0.0,,,,,9.4,338.6,1013.4,0.0,4.9,181.8,15.7,7.0,,2018-12-10T06:31:30,2018-12-10T17:17:27,0.1,Clear
2018-12-11,"Khulna,Bangladesh",29.1,13.3,20.0,28.0,13.3,19.9,13.1,68.4,0.0,0.0,0.0,,,,,10.1,320.9,1013.2,6.5,4.6,181.2,15.7,7.0,,2018-12-11T06:32:08,2018-12-11T17:17:44,0.13,Clear
2018-12-12,"Khulna,Bangladesh",29.3,14.2,20.8,28.3,14.2,20.6,13.9,68.9,0.0,0.0,0.0,,,,,8.6,0.2,1014.9,0.0,4.6,176.9,15.3,7.0,,2018-12-12T06:32:45,2018-12-12T17:18:02,0.16,Clear
2018-12-13,"Khulna,Bangladesh",29.4,15.0,21.6,28.2,15.0,21.4,13.0,61.8,0.0,0.0,0.0,,,,,10.1,1.4,,0.1,,178.0,15.4,7.0,,2018-12-13T06:33:22,2018-12-13T17:18:22,0.19,Clear
2018-12-14,"Khulna,Bangladesh",29.0,14.8,21.2,28.0,14.8,21.0,12.7,61.7,0.0,0.0,0.0,,,,,14.0,8.2,,14.0,,180.0,15.5,7.0,,2018-12-14T06:33:58,2018-12-14T17:18:43,0.22,Clear
2018-12-15,"Khulna,Bangladesh",27.7,14.5,20.2,26.7,14.5,20.1,10.5,57.7,0.0,0.0,0.0,,,,,15.8,352.5,,47.9,,147.2,12.6,6.0,,2018-12-15T06:34:34,2018-12-15T17:19:05,0.25,Partially cloudy
2018-12-16,"Khulna,Bangladesh",24.7,15.7,20.1,24.7,15.7,20.1,13.6,67.5,0.5,100.0,20.83,rain,,,,11.9,2.0,,74.5,,106.0,9.2,4.0,,2018-12-16T06:35:09,2018-12-16T17:19:29,0.29,"Rain, Partially cloudy"
2018-12-17,"Khulna,Bangladesh",23.7,17.2,19.9,23.7,17.2,19.9,16.8,83.1,8.2,100.0,100.0,rain,,,,16.9,10.5,,77.6,,89.1,7.5,4.0,,2018-12-17T06:35:43,2018-12-17T17:19:53,0.32,"Rain, Partially cloudy"
2018-12-18,"Khulna,Bangladesh",26.7,16.6,20.8,26.7,16.6,20.8,18.1,85.6,11.0,100.0,95.83,rain,,,,18.0,21.3,,42.3,,140.2,12.0,5.0,,2018-12-18T06:36:17,2018-12-18T17:20:19,0.35,"Rain, Partially cloudy"
2018-12-19,"Khulna,Bangladesh",26.0,14.8,19.0,26.0,14.8,19.0,13.3,72.9,0.0,0.0,0.0,,,,,15.8,354.1,,10.1,,193.2,16.7,7.0,,2018-12-19T06:36:49,2018-12-19T17:20:45,0.39,Clear
2018-12-20,"Khulna,Bangladesh",24.6,11.4,17.2,24.6,11.4,17.2,10.8,69.2,0.0,0.0,0.0,,,,,13.0,342.4,,0.0,,169.4,14.6,7.0,,2018-12-20T06:37:21,2018-12-20T17:21:13,0.42,Clear
2018-12-21,"Khulna,Bangladesh",24.9,10.5,16.8,24.9,10.5,16.8,9.7,67.0,0.0,0.0,0.0,,,,,9.7,329.9,,0.0,,167.1,14.2,6.0,,2018-12-21T06:37:52,2018-12-21T17:21:42,0.45,Clear
2018-12-22,"Khulna,Bangladesh",24.8,10.2,16.7,24.8,10.2,16.7,9.8,66.5,0.0,0.0,0.0,,,,,10.4,345.4,,20.9,,156.7,13.5,6.0,,2018-12-22T06:38:22,2018-12-22T17:22:12,0.5,Partially cloudy
2018-12-23,"Khulna,Bangladesh",25.4,10.3,17.1,25.4,10.3,17.1,10.2,66.9,0.0,0.0,0.0,,,,,11.2,342.2,,35.8,,170.5,14.6,7.0,,2018-12-23T06:38:51,2018-12-23T17:22:43,0.52,Partially cloudy
2018-12-24,"Khulna,Bangladesh",26.0,10.5,17.4,26.0,10.5,17.4,10.0,64.7,0.0,0.0,0.0,,,,,10.1,331.6,,1.5,,172.0,14.8,7.0,,2018-12-24T06:39:20,2018-12-24T17:23:14,0.55,Clear
2018-12-25,"Khulna,Bangladesh",25.7,9.7,16.8,25.7,8.5,16.8,6.9,56.5,0.0,0.0,0.0,,,,,10.1,320.9,,12.5,,172.9,15.1,7.0,,2018-12-25T06:39:47,2018-12-25T17:23:47,0.59,Clear
2018-12-26,"Khulna,Bangladesh",24.8,8.9,15.8,24.8,7.5,15.6,6.3,57.2,0.0,0.0,0.0,,,,,11.2,337.6,,5.2,,174.0,14.8,7.0,,2018-12-26T06:40:13,2018-12-26T17:24:20,0.62,Clear
2018-12-27,"Khulna,Bangladesh",24.4,8.3,15.5,24.4,6.8,15.2,5.1,54.6,0.0,0.0,0.0,,,,,13.7,325.6,,0.2,,165.7,14.2,6.0,,2018-12-27T06:40:38,2018-12-27T17:24:54,0.66,Clear
2018-12-28,"Khulna,Bangladesh",24.7,9.1,15.5,24.7,7.7,15.4,5.3,55.8,0.0,0.0,0.0,,,,,15.1,321.0,,0.0,,174.4,15.0,7.0,,2018-12-28T06:41:03,2018-12-28T17:25:30,0.69,Clear
2018-12-29,"Khulna,Bangladesh",23.7,7.0,14.4,23.7,5.4,13.9,4.1,55.2,0.0,0.0,0.0,,,,,10.8,340.6,,0.0,,177.2,15.3,7.0,,2018-12-29T06:41:26,2018-12-29T17:26:05,0.75,Clear
2018-12-30,"Khulna,Bangladesh",25.3,7.8,15.4,25.3,5.9,14.9,6.2,58.1,0.0,0.0,0.0,,,,,14.8,347.7,,6.3,,180.5,15.7,7.0,,2018-12-30T06:41:47,2018-12-30T17:26:42,0.76,Clear
2018-12-31,"Khulna,Bangladesh",26.8,9.0,16.7,26.3,7.6,16.5,9.5,66.4,0.0,0.0,0.0,,,,,11.9,337.0,1017.7,20.9,5.0,187.8,16.2,7.0,,2018-12-31T06:42:08,2018-12-31T17:27:19,0.8,Partially cloudy
2019-01-01,"Khulna,Bangladesh",27.0,10.2,17.4,26.7,10.2,17.4,9.8,65.6,0.0,0.0,0.0,,,,,10.8,341.4,1018.4,0.0,4.4,183.5,15.9,7.0,,2019-01-01T06:42:28,2019-01-01T17:27:57,0.83,Clear
2019-01-02,"Khulna,Bangladesh",27.0,10.8,18.0,26.3,10.8,18.0,10.2,65.1,0.0,0.0,0.0,,,,,11.5,340.1,1018.5,0.0,4.6,187.7,16.2,7.0,,2019-01-02T06:42:46,2019-01-02T17:28:35,0.87,Clear
