,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2053,Bogra,2018-09-16,34.1,25.9,28.9,40.7,25.9,33.9,25.6,83.3,0.5,100,12.5,rain,,,,11.5,355.2,1004.5,52.8,5.0,201.1,17.5,7,,2018-09-16T05:48:45,2018-09-16T18:05:55,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42506099999,remote,41883099999"
2054,Bogra,2018-09-17,34.2,25.5,29.4,43.5,25.5,35.0,25.8,82.1,0.0,0,0.0,,,,,11.2,328.9,1003.2,39.4,3.3,248.6,21.5,9,,2018-09-17T05:49:06,2018-09-17T18:04:51,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999"
2055,Bogra,2018-09-18,32.5,25.3,29.0,41.1,25.3,34.1,25.6,82.5,0.0,0,0.0,,,,,11.5,325.7,1001.1,44.9,5.0,233.5,20.1,8,,2018-09-18T05:49:28,2018-09-18T18:03:46,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2056,Bogra,2018-09-19,35.1,26.0,29.7,46.9,26.0,36.4,26.3,82.7,0.3,100,12.5,rain,,,,11.5,29.9,1003.5,62.2,4.4,194.5,16.9,7,,2018-09-19T05:49:50,2018-09-19T18:02:42,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42506099999,remote,41883099999"
2057,Bogra,2018-09-20,29.4,26.1,27.8,37.6,26.1,32.5,26.1,90.8,15.9,100,100.0,rain,,,,11.9,108.6,1005.1,87.4,4.0,73.3,6.4,2,,2018-09-20T05:50:12,2018-09-20T18:01:37,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999"
2058,Bogra,2018-09-21,32.1,25.8,27.8,39.1,25.8,30.8,25.3,87.5,4.2,100,83.33,rain,,,,19.8,112.8,1009.3,77.5,5.0,188.4,16.3,8,,2018-09-21T05:50:34,2018-09-21T18:00:33,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
2059,Bogra,2018-09-22,34.2,25.5,28.2,43.2,25.5,31.0,24.3,80.6,0.5,100,20.83,rain,,,,8.6,225.1,1002.6,70.9,4.0,174.0,15.3,6,,2018-09-22T05:50:56,2018-09-22T17:59:28,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote"
2060,Bogra,2018-09-23,33.2,24.8,28.8,40.0,24.8,33.7,25.2,81.9,0.2,100,8.33,rain,,,,9.0,241.6,1010.7,56.4,4.9,252.0,21.7,9,,2018-09-23T05:51:18,2018-09-23T17:58:24,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42506099999,remote,41883099999"
2061,Bogra,2018-09-24,33.2,25.4,28.7,42.3,25.4,33.4,25.6,83.9,0.0,0,0.0,,,,,13.0,209.8,1007.1,81.9,4.4,153.4,13.2,6,,2018-09-24T05:51:40,2018-09-24T17:57:20,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2062,Bogra,2018-09-25,34.1,25.5,28.5,43.7,25.5,33.1,25.7,85.1,0.0,0,0.0,,,,,19.1,224.1,1006.6,80.2,4.1,145.6,12.9,5,,2018-09-25T05:52:02,2018-09-25T17:56:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2063,Bogra,2018-09-26,34.1,25.3,28.1,43.4,25.3,32.3,25.5,86.4,0.4,100,16.67,rain,,,,14.8,210.3,1005.9,76.8,4.3,103.3,8.7,3,,2018-09-26T05:52:25,2018-09-26T17:55:11,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote,41883099999"
2064,Bogra,2018-09-27,34.6,24.0,28.7,42.8,24.0,32.8,24.8,80.9,0.6,100,20.83,rain,,,,7.9,195.7,1007.3,72.0,4.6,179.6,15.6,6,,2018-09-27T05:52:48,2018-09-27T17:54:08,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42506099999,remote,41883099999"
2065,Bogra,2018-09-28,34.6,25.6,29.0,42.8,25.6,34.0,25.6,82.9,0.3,100,12.5,rain,,,,8.6,206.7,1007.7,59.3,4.8,170.8,14.8,6,,2018-09-28T05:53:11,2018-09-28T17:53:04,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42506099999,remote,41883099999"
2066,Bogra,2018-09-29,34.9,25.4,29.4,41.8,25.4,34.5,25.3,79.8,0.0,0,0.0,,,,,8.3,239.6,1007.9,34.1,4.5,210.2,18.2,7,,2018-09-29T05:53:34,2018-09-29T17:52:01,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2067,Bogra,2018-09-30,34.7,24.8,29.4,43.1,24.8,34.1,24.9,78.0,0.0,0,0.0,,,,,10.1,249.3,1005.7,24.6,4.3,243.0,21.1,8,,2018-09-30T05:53:57,2018-09-30T17:50:58,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2068,Bogra,2018-10-01,35.1,23.9,29.2,45.1,23.9,32.6,23.3,72.2,0.0,0,0.0,,,,,10.1,250.7,1007.0,48.2,4.0,257.4,22.1,9,,2018-10-01T05:54:20,2018-10-01T17:49:55,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2069,Bogra,2018-10-02,33.7,23.3,28.4,38.2,23.3,31.5,23.2,74.5,0.0,0,0.0,,,,,12.2,239.6,1008.7,25.5,4.3,249.0,21.6,9,,2018-10-02T05:54:44,2018-10-02T17:48:53,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2070,Bogra,2018-10-03,33.9,24.7,28.9,40.4,24.7,31.9,23.2,72.5,0.7,100,25.0,rain,,,,6.8,162.3,1008.6,22.4,4.9,230.6,19.8,8,,2018-10-03T05:55:08,2018-10-03T17:47:50,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42506099999,remote,41883099999"
2071,Bogra,2018-10-04,34.4,24.1,28.6,42.7,24.1,31.6,23.7,76.0,4.3,100,70.83,rain,,,,10.4,90.4,1008.3,15.8,4.7,243.4,21.2,9,,2018-10-04T05:55:33,2018-10-04T17:46:49,0.83,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
2072,Bogra,2018-10-05,32.9,16.4,27.7,37.9,16.4,30.7,23.5,75.8,2.8,100,29.17,rain,,,,8.6,27.2,1010.3,12.5,5.0,230.6,19.9,8,,2018-10-05T05:55:57,2018-10-05T17:45:47,0.86,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"42506099999,remote,41883099999"
2073,Bogra,2018-10-06,33.4,25.5,28.6,44.1,25.5,31.6,23.2,73.2,1.5,100,41.67,rain,,,,7.6,355.8,1008.7,12.3,3.8,226.7,19.5,8,,2018-10-06T05:56:22,2018-10-06T17:44:46,0.9,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"42506099999,remote,41883099999"
2074,Bogra,2018-10-07,33.1,25.2,28.7,36.9,25.2,30.9,22.2,69.1,0.7,100,20.83,rain,,,,4.7,325.4,1009.8,18.7,4.4,235.2,20.3,8,,2018-10-07T05:56:47,2018-10-07T17:43:46,0.93,Rain,Clear conditions throughout the day with morning rain.,rain,"42506099999,remote,41883099999"
2075,Bogra,2018-10-08,33.9,24.4,28.4,41.3,24.4,30.4,22.1,69.6,0.0,0,0.0,,,,,8.6,217.5,1008.8,33.5,4.3,233.0,20.1,8,,2018-10-08T05:57:13,2018-10-08T17:42:46,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2076,Bogra,2018-10-09,34.2,23.9,27.5,46.6,23.9,29.5,21.8,72.0,0.0,0,0.0,,,,,10.8,134.3,1002.8,58.5,4.0,237.3,20.4,8,,2018-10-09T05:57:39,2018-10-09T17:41:47,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote"
2077,Bogra,2018-10-10,29.4,22.4,26.1,33.5,22.4,27.3,23.3,85.3,11.0,100,66.67,rain,,,,16.6,88.3,1010.0,77.6,3.7,219.6,18.7,8,,2018-10-10T05:58:05,2018-10-10T17:40:48,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote,41883099999"
2078,Bogra,2018-10-11,34.1,23.5,24.9,47.1,23.5,25.5,23.5,92.0,16.3,100,100.0,rain,,,,22.3,99.2,1009.8,94.3,3.8,91.7,8.0,3,,2018-10-11T05:58:31,2018-10-11T17:39:49,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
2079,Bogra,2018-10-12,27.8,22.9,25.0,31.5,22.9,25.8,23.5,91.6,3.1,100,75.0,rain,,,,14.8,96.2,1011.5,91.9,3.5,114.3,10.0,4,,2018-10-12T05:58:58,2018-10-12T17:38:52,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
2080,Bogra,2018-10-13,33.7,22.4,24.5,41.3,22.4,24.8,22.7,90.3,6.6,100,100.0,rain,,,,14.8,105.8,1010.0,82.1,3.8,108.8,9.5,4,,2018-10-13T05:59:26,2018-10-13T17:37:54,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
2081,Bogra,2018-10-14,30.9,21.1,25.1,34.4,21.1,26.2,22.1,84.4,7.0,100,79.17,rain,,,,11.9,301.8,1010.3,67.7,3.9,240.7,20.7,8,,2018-10-14T05:59:53,2018-10-14T17:36:58,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999"
2082,Bogra,2018-10-15,32.1,21.1,25.7,34.3,21.1,26.8,21.3,78.0,1.4,100,29.17,rain,,,,12.2,245.5,1011.9,12.3,4.1,235.1,20.1,8,,2018-10-15T06:00:21,2018-10-15T17:36:02,0.2,Rain,Clear conditions throughout the day with rain clearing later.,rain,"42506099999,remote,41883099999"
2083,Bogra,2018-10-16,31.4,21.9,25.8,31.4,21.9,26.2,19.5,69.7,0.0,0,0.0,,,,,5.4,25.5,1012.3,23.6,3.9,231.4,20.1,8,,2018-10-16T06:00:50,2018-10-16T17:35:07,0.23,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999"
2084,Bogra,2018-10-17,31.6,21.4,25.9,33.0,21.4,26.4,19.3,68.0,0.0,0,0.0,,,,,6.1,125.6,1010.9,14.4,4.5,222.0,19.2,8,,2018-10-17T06:01:19,2018-10-17T17:34:13,0.25,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2085,Bogra,2018-10-18,31.2,20.8,25.7,33.2,20.8,26.7,21.1,76.8,0.3,100,12.5,rain,,,,9.4,173.9,1010.2,22.3,4.3,217.9,18.8,8,,2018-10-18T06:01:48,2018-10-18T17:33:19,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42506099999,remote,41883099999"
2086,Bogra,2018-10-19,32.6,21.3,26.8,36.5,21.3,28.4,22.1,77.1,1.2,100,20.83,rain,,,,9.0,166.5,1009.9,9.4,4.0,211.7,18.4,8,,2018-10-19T06:02:18,2018-10-19T17:32:26,0.32,Rain,Clear conditions throughout the day with morning rain.,rain,"42506099999,remote,41883099999"
2087,Bogra,2018-10-20,31.1,21.8,26.5,35.6,21.8,28.2,22.1,77.5,0.0,0,0.0,,,,,9.4,140.1,1012.2,6.7,4.0,204.2,17.7,7,,2018-10-20T06:02:48,2018-10-20T17:31:34,0.36,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2088,Bogra,2018-10-21,31.1,22.1,26.7,34.7,22.1,27.9,21.6,75.1,0.0,0,0.0,,,,,8.3,52.6,1012.5,8.6,4.0,210.8,18.2,8,,2018-10-21T06:03:19,2018-10-21T17:30:43,0.39,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2089,Bogra,2018-10-22,33.4,22.0,26.8,40.9,22.0,28.1,21.3,73.1,0.0,0,0.0,,,,,7.6,354.9,1010.1,7.0,4.0,210.2,18.1,8,,2018-10-22T06:03:50,2018-10-22T17:29:53,0.42,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2090,Bogra,2018-10-23,30.4,22.0,26.2,33.1,22.0,27.3,21.3,75.6,0.0,0,0.0,,,,,9.0,1.2,1011.6,3.6,3.4,216.0,18.7,8,,2018-10-23T06:04:22,2018-10-23T17:29:04,0.45,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
2091,Bogra,2018-10-24,31.4,22.4,26.1,34.2,22.4,27.0,20.3,71.7,0.0,0,0.0,,,,,6.1,356.8,1012.1,6.0,4.1,205.5,17.6,7,,2018-10-24T06:04:54,2018-10-24T17:28:15,0.5,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2092,Bogra,2018-10-25,31.1,20.8,25.1,31.9,20.8,25.2,17.6,64.4,0.0,0,0.0,,,,,10.1,331.1,1013.8,5.5,4.8,224.5,19.4,8,,2018-10-25T06:05:26,2018-10-25T17:27:28,0.52,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2093,Bogra,2018-10-26,31.9,19.7,24.8,33.8,19.7,25.1,17.9,66.8,0.0,0,0.0,,,,,7.9,329.7,1014.2,22.8,4.1,225.1,19.4,8,,2018-10-26T06:05:59,2018-10-26T17:26:41,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2094,Bogra,2018-10-27,32.1,20.3,25.5,38.7,20.3,26.3,19.3,70.4,0.0,0,0.0,,,,,7.9,37.4,1012.0,52.0,3.7,221.3,19.2,8,,2018-10-27T06:06:33,2018-10-27T17:25:56,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2095,Bogra,2018-10-28,31.2,20.4,24.9,33.8,20.4,25.5,20.4,77.1,0.2,100,4.17,rain,,,,16.2,103.9,1013.4,60.7,3.7,183.5,15.8,6,,2018-10-28T06:07:07,2018-10-28T17:25:11,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42506099999,remote,41883099999"
2096,Bogra,2018-10-29,29.1,20.7,24.1,31.4,20.7,24.6,20.9,83.3,0.0,0,0.0,,,,,12.2,87.5,1014.5,34.0,4.0,212.1,18.4,7,,2018-10-29T06:07:42,2018-10-29T17:24:28,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2097,Bogra,2018-10-30,31.4,19.9,24.8,34.5,19.9,25.6,21.1,81.4,0.0,0,0.0,,,,,11.2,96.5,1012.0,6.5,4.4,218.3,18.8,8,,2018-10-30T06:08:17,2018-10-30T17:23:46,0.7,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2098,Bogra,2018-10-31,32.6,20.7,25.2,35.6,20.7,26.1,21.5,81.7,0.0,0,0.0,,,,,12.2,93.3,1013.6,10.5,4.3,198.7,17.3,7,,2018-10-31T06:08:52,2018-10-31T17:23:05,0.75,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2099,Bogra,2018-11-01,33.1,20.7,26.1,42.8,20.7,27.6,21.4,76.8,0.0,0,0.0,,,,,8.3,124.9,1008.4,1.7,3.5,219.1,18.9,8,,2018-11-01T06:09:28,2018-11-01T17:22:25,0.77,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2100,Bogra,2018-11-02,31.9,22.5,26.7,34.5,22.5,27.7,20.4,69.2,0.0,0,0.0,,,,,4.7,40.1,1007.2,3.4,4.0,211.8,18.4,8,,2018-11-02T06:10:04,2018-11-02T17:21:46,0.81,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote"
2101,Bogra,2018-11-03,32.1,21.7,26.2,42.1,21.7,27.3,20.3,71.5,0.0,0,0.0,,,,,9.7,190.7,1002.7,0.5,4.0,214.2,18.4,8,,2018-11-03T06:10:41,2018-11-03T17:21:08,0.84,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote"
2102,Bogra,2018-11-04,33.4,20.3,25.3,44.1,20.3,26.5,21.0,78.6,0.2,100,8.33,rain,,,,13.3,211.6,1003.4,2.6,4.0,196.7,17.0,7,,2018-11-04T06:11:19,2018-11-04T17:20:31,0.88,Rain,Clear conditions throughout the day with morning rain.,rain,"42506099999,remote"
2103,Bogra,2018-11-05,32.1,21.0,25.9,39.1,21.0,27.3,21.9,80.3,0.0,0,0.0,,,,,14.4,219.8,1003.2,22.2,4.0,187.9,16.3,7,,2018-11-05T06:11:56,2018-11-05T17:19:56,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote"
2104,Bogra,2018-11-06,30.9,21.7,25.5,32.6,21.7,25.8,19.9,73.9,2.2,100,45.83,rain,,,,14.8,263.6,1003.7,28.3,4.0,184.0,15.8,7,,2018-11-06T06:12:35,2018-11-06T17:19:22,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote"
2105,Bogra,2018-11-07,34.1,20.6,24.4,43.0,20.6,25.2,19.3,74.1,0.1,100,4.17,rain,,,,9.4,44.4,1010.9,10.9,3.8,146.3,12.5,5,,2018-11-07T06:13:13,2018-11-07T17:18:49,0.0,Rain,Clear conditions throughout the day with morning rain.,rain,"42506099999,remote,41883099999"
2106,Bogra,2018-11-08,30.2,18.0,22.9,29.3,18.0,22.9,17.5,73.7,0.0,0,0.0,,,,,10.4,13.2,1013.5,2.3,3.8,186.5,16.2,7,,2018-11-08T06:13:52,2018-11-08T17:18:18,0.02,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2107,Bogra,2018-11-09,28.6,18.1,22.9,30.8,18.1,23.1,17.5,72.8,0.0,0,0.0,,,,,9.0,9.8,1012.1,1.4,4.2,197.0,17.1,7,,2018-11-09T06:14:32,2018-11-09T17:17:48,0.05,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2108,Bogra,2018-11-10,28.1,19.4,23.0,28.3,19.4,23.1,17.3,71.4,0.0,0,0.0,,,,,8.3,40.1,1012.2,6.7,4.0,199.6,17.1,7,,2018-11-10T06:15:12,2018-11-10T17:17:19,0.08,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2109,Bogra,2018-11-11,30.4,19.1,23.6,31.2,19.1,23.8,17.9,71.5,0.0,0,0.0,,,,,9.4,5.1,1013.1,6.1,4.1,196.8,16.9,7,,2018-11-11T06:15:52,2018-11-11T17:16:51,0.12,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2110,Bogra,2018-11-12,27.8,18.3,23.2,28.8,18.3,23.4,18.3,75.0,0.0,0,0.0,,,,,7.6,357.2,1012.5,5.2,3.5,204.9,17.7,7,,2018-11-12T06:16:32,2018-11-12T17:16:25,0.15,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2111,Bogra,2018-11-13,30.1,19.2,23.6,29.2,19.2,23.6,17.0,68.2,0.0,0,0.0,,,,,6.5,359.5,1010.5,9.6,4.3,186.2,15.9,7,,2018-11-13T06:17:13,2018-11-13T17:16:00,0.18,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2112,Bogra,2018-11-14,28.9,18.4,23.2,29.7,18.4,23.3,17.2,70.6,0.0,0,0.0,,,,,6.5,207.5,1011.3,19.1,3.9,163.5,14.1,6,,2018-11-14T06:17:55,2018-11-14T17:15:37,0.21,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2113,Bogra,2018-11-15,30.6,18.4,23.6,31.7,18.4,24.0,18.0,72.6,0.0,0,0.0,,,,,10.1,219.7,1011.0,13.0,4.0,162.2,14.0,6,,2018-11-15T06:18:36,2018-11-15T17:15:15,0.25,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2114,Bogra,2018-11-16,30.2,17.6,23.7,31.3,17.6,23.7,17.1,69.2,0.0,0,0.0,,,,,11.5,242.9,1011.2,7.9,4.0,171.4,14.7,6,,2018-11-16T06:19:18,2018-11-16T17:14:55,0.28,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2115,Bogra,2018-11-17,29.4,18.4,22.8,35.3,18.4,23.0,16.5,69.9,0.0,0,0.0,,,,,12.6,260.4,1010.1,7.6,3.6,165.8,14.2,6,,2018-11-17T06:20:00,2018-11-17T17:14:35,0.31,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2116,Bogra,2018-11-18,28.6,16.5,21.2,27.9,16.5,21.1,14.4,68.0,0.0,0,0.0,,,,,9.4,28.0,1013.7,0.0,4.0,179.7,15.4,7,,2018-11-18T06:20:43,2018-11-18T17:14:18,0.34,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999"
2117,Bogra,2018-11-19,28.4,14.9,20.8,28.3,14.9,20.8,15.0,71.4,0.0,0,0.0,,,,,9.7,21.7,1015.5,0.0,4.1,175.6,15.2,7,,2018-11-19T06:21:25,2018-11-19T17:14:02,0.37,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2118,Bogra,2018-11-20,29.9,16.7,22.0,30.8,16.7,22.0,15.1,66.5,0.0,0,0.0,,,,,7.6,55.5,1013.0,19.5,3.8,171.0,14.7,7,,2018-11-20T06:22:08,2018-11-20T17:13:47,0.4,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2119,Bogra,2018-11-21,28.2,15.7,21.3,28.2,15.7,21.3,15.7,73.1,0.0,0,0.0,,,,,9.0,66.8,1011.3,44.2,4.0,165.1,14.2,6,,2018-11-21T06:22:51,2018-11-21T17:13:34,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42506099999,remote,41883099999"
2120,Bogra,2018-11-22,27.7,16.8,21.5,28.3,16.8,21.6,17.0,77.0,0.0,0,0.0,,,,,11.9,6.2,1015.7,49.9,3.8,171.6,14.7,7,,2018-11-22T06:23:34,2018-11-22T17:13:22,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2121,Bogra,2018-11-23,29.7,17.2,22.3,30.6,17.2,22.3,17.3,75.2,0.0,0,0.0,,,,,9.4,352.7,1014.0,43.3,4.2,157.7,13.6,6,,2018-11-23T06:24:17,2018-11-23T17:13:12,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2122,Bogra,2018-11-24,29.7,17.4,23.0,30.6,17.4,23.1,17.2,71.8,0.0,0,0.0,,,,,7.2,357.0,1011.6,3.8,4.1,173.4,14.9,7,,2018-11-24T06:25:01,2018-11-24T17:13:03,0.54,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2123,Bogra,2018-11-25,28.4,16.9,21.9,28.3,16.9,22.0,16.7,73.9,0.0,0,0.0,,,,,7.9,37.2,1015.4,0.0,4.5,187.5,16.2,7,,2018-11-25T06:25:44,2018-11-25T17:12:56,0.57,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2124,Bogra,2018-11-26,27.9,16.6,21.8,27.5,16.6,21.8,16.6,74.5,0.0,0,0.0,,,,,10.4,83.6,1012.7,0.0,3.9,191.3,16.6,7,,2018-11-26T06:26:27,2018-11-26T17:12:50,0.61,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2125,Bogra,2018-11-27,29.9,16.0,22.0,30.6,16.0,22.0,16.6,74.3,0.0,0,0.0,,,,,13.0,78.4,1014.6,0.8,4.4,191.6,16.4,7,,2018-11-27T06:27:11,2018-11-27T17:12:46,0.64,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2126,Bogra,2018-11-28,30.1,16.0,21.9,29.0,16.0,21.9,16.2,72.2,0.0,0,0.0,,,,,10.1,65.0,1016.2,33.2,4.0,182.2,15.7,7,,2018-11-28T06:27:54,2018-11-28T17:12:43,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2127,Bogra,2018-11-29,29.1,17.4,22.3,28.2,17.4,22.3,15.2,65.6,0.0,0,0.0,,,,,6.8,27.8,1016.8,15.2,4.0,186.3,16.1,7,,2018-11-29T06:28:37,2018-11-29T17:12:42,0.71,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2128,Bogra,2018-11-30,27.1,17.6,21.8,27.2,17.6,21.8,14.7,65.5,0.0,0,0.0,,,,,6.5,61.6,1016.5,17.5,4.0,176.1,15.2,7,,2018-11-30T06:29:20,2018-11-30T17:12:42,0.75,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote,41883099999"
2129,Bogra,2018-12-01,29.2,18.0,22.2,30.3,18.0,22.3,14.3,62.1,0.0,0,0.0,,,,,7.2,29.7,1012.8,20.0,4.4,176.3,15.2,7,,2018-12-01T06:30:03,2018-12-01T17:12:44,0.78,Clear,Becoming cloudy in the afternoon.,clear-day,"42506099999,remote,41883099999"
2130,Bogra,2018-12-02,28.6,16.9,21.9,28.0,16.9,21.9,14.5,64.7,0.0,0,0.0,,,,,11.9,358.4,1013.0,26.4,4.0,179.3,15.5,7,,2018-12-02T06:30:45,2018-12-02T17:12:47,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2131,Bogra,2018-12-03,26.3,17.1,21.3,26.3,17.1,21.3,14.2,65.5,0.0,0,0.0,,,,,7.2,352.6,1014.6,39.4,3.8,156.7,13.5,6,,2018-12-03T06:31:28,2018-12-03T17:12:52,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2132,Bogra,2018-12-04,28.2,16.7,21.1,27.9,16.7,21.1,14.1,65.8,0.0,0,0.0,,,,,10.1,350.2,1015.0,72.0,4.3,172.2,14.8,7,,2018-12-04T06:32:10,2018-12-04T17:12:58,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2133,Bogra,2018-12-05,26.2,15.1,20.0,26.2,15.1,20.0,15.4,76.6,0.0,0,0.0,,,,,11.2,336.0,1013.5,75.0,3.8,119.5,10.2,6,,2018-12-05T06:32:51,2018-12-05T17:13:06,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
2134,Bogra,2018-12-06,27.2,14.6,20.3,27.4,14.6,20.3,13.9,68.4,0.0,0,0.0,,,,,11.9,325.2,1012.1,51.5,3.8,152.4,13.1,6,,2018-12-06T06:33:33,2018-12-06T17:13:15,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote,41883099999"
